state,district,flood_date,flood_cause,river_basin,latitude,longitude,source
Sabah,Tenom,2026-01-04,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Sungai Padas (PADSTP0101 - Kg. Enubai); Sungai Padas (PADSTP0106 - Kg. Lalandang); Sungai Padas (PADSTP0099 - Kg. Labut 1); Sungai Padas (Kampung Pada); Sungai Padas (PADSTP0105 - Kg. Maugus); Sungai Padas (PADSTP0102 - Kg. Belumbung Seberang); Sungai Padas (Kampung Gumisi); Sungai Padas (Kampung Tinura); Sungai Padas (Kampung Magunsop); Sungai Padas (Kampung Bakuku); Sungai Padas (Kampung Paal Seberang); Sungai Padas (PADSTP0094 - Kg. Batu Lapan),4.910710,115.943365,JPS/DID
Sarawak,Betong,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Batang Saribas (RH Tg Baru); Batang Saribas (RH Sg Daun); Batang Saribas (Kg Sg Meranti),1.481830,111.483500,JPS/DID
Sabah,Kota Marudu,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Sungai Langkon (Kg.Sungoi Laut); Sungai Langkon (Kg.Sungoi Darat),6.449675,116.836480,JPS/DID
Sarawak,Dalat,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Batang Oya (Kampung Kekan); Batang Oya (Kampung Medong Hulu); Batang Oya (Kampung Medong Hilir),2.696945,111.994420,JPS/DID
Sarawak,Mukah,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Batang Mukah (MUKATP0022 - Jalan Pinang); Batang Mukah (MUKATP0034 - Saliran Jalan Org. Kaya Setiaraja); Batang Mukah (Jln Pokuok Garden); Batang Mukah (MUKATP0020 - Kg. Kuala Lama); Batang Mukah (Kpg Tellian Tengah); Batang Mukah (Tellian Laut); Batang Mukah (Kpg Penakub Permai); Batang Mukah (Kpg Datuk),2.812545,112.350970,JPS/DID
Sarawak,Mukah,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Batang Mukah (Kpg Pangtry),2.812545,112.350970,JPS/DID
Sarawak,Selangau,2026-01-04,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Oya (Jalan Nanga Tamin Lorong 6 (Simopang Rumah Jimbun)); Batang Oya (Jalan Nanga Tamin Lorong 7 (Simoang Rumah Dali)); Batang Oya (Jalan Nanga Tamin Lorong 11); Batang Oya (Jalan Sekara menuju ke Jalan Sungai Alat),2.498055,112.420495,JPS/DID
Sarawak,Samarahan,2026-01-04,Air Sungai Melimpah,Batang Sadong (Kg Stika); Batang Sadong (Kg Sg Ijok),1.438020,110.476780,JPS/DID
Sarawak,Miri,2026-01-04,"Air Laut Pasang, Air Sungai Melimpah",Sungai Sibuti (Pekan Bekenu); Sungai Sibuti (Kampung Rambai); Sungai Sibuti (Kampung Dagang Bekenu); Sungai Sibuti (Kampung Kelapa Bekenu); Sungai Sibuti (Kampung Bekenu Asli); Sungai Sibuti (kampung Jenggalas),3.787580,114.729625,JPS/DID
Sarawak,Betong,2026-01-03,Air Laut Pasang,Batang Saribas (kampung Manggut),1.481830,111.483500,JPS/DID
Sabah,Kota Belud,2026-01-03,"Air Laut Pasang, Air Sungai Melimpah",Sungai Abai (ABAITP0002 - Kg. Lingkodon); Sungai Abai (Kg Suang Punggur); Sungai Abai (Kg Lentigi); Sungai Abai (Kg Maraja),6.359225,116.466690,JPS/DID
Sarawak,Mukah,2026-01-03,"Air Laut Pasang, Air Sungai Melimpah",Batang Mukah (MUKATP0020 - Kg. Kuala Lama),2.812545,112.350970,JPS/DID
Sabah,Kota Kinabalu,2026-01-03,"Air Laut Pasang, Longkang Tersumbat, Saliran Dalaman",Sungai Inanam (MGKBTP0001 - Kg. Rampayan); Sungai Inanam (MGKBTP0003 - Kg. Mansiang); Sungai Inanam (Taman Wijaya Park); Sungai Inanam (Kampung Warisan); Sungai Inanam (Jalan Tuaran (Inanam)); Sungai Inanam (Jalan Tuaran (Kolombong)); Sungai Inanam (Jalan Tuaran (Kampung Dambai)); Sungai Inanam (Jalan Likas Industries),5.999865,116.104395,JPS/DID
Sarawak,Bintulu,2026-01-03,"Air Laut Pasang, Air Sungai Melimpah",Sungai Similajau (SUAITP0002 - SK Nyalau),3.313910,113.201905,JPS/DID
Selangor,Sepang,2026-01-03,Saliran Dalaman,"Sungai Langat (Batu 1, Sepang)",2.805410,101.681090,JPS/DID
WP Labuan,Labuan,2026-01-03,"Air Sungai Melimpah, Hujan Lebat / Berterusan, Saliran Dalaman",,5.289335,115.225540,JPS/DID
Sarawak,Sibu,2026-01-02,"Air Sungai Melimpah, Hujan Lebat / Berterusan",Batang Rajang (Rumah Monica); Batang Rajang (Lot 217 Jalan Salim Stabau); Batang Rajang (Lot 211 Jalan Salim Stabau); Batang Rajang (Jalan Utama Sungai Assan); Batang Rajang (Jalan Kedada),2.292280,111.866555,JPS/DID
Sarawak,Saratok,2026-01-02,"Air Laut Pasang, Air Sungai Melimpah, Pembangunan / Pembukaan Tanah / Sampah Sarap",Batang Kerian (Kampung Lot Bunian Saratok); Batang Kerian (Kampung Tanjung Saratok),1.765515,111.398360,JPS/DID
Sarawak,Miri,2026-01-02,"Air Laut Pasang, Air Sungai Melimpah",Sungai Niah (Rh Richard Pilet); Sungai Niah (Rh Ayai); Sungai Niah (Rh Nilson); Sungai Niah (Rh Wiley Fernandez); Sungai Niah (Masjid Al Jabar Niah); Sungai Niah (Jalan Raya menuju ke Kampung Lajong),3.787580,114.729625,JPS/DID
Sabah,Beaufort,2026-01-02,"Air Laut Pasang, Air Sungai Melimpah",Sungai Padas (PADSTP0018 - Kg. Bakalau); Sungai Padas (PADSTP0036 - Kg. Binunuk); Sungai Padas (PADSTP0035 - Kg. Balibata); Sungai Padas (MBKTTP0029 - Kg. Bingkulas); Sungai Padas (PADSTP0051 - Kg. Suasa); Sungai Padas (PADSTP0074 - Kg. Lago); Sungai Padas (PADSTP0041 - Kg. Lubak); Sungai Padas (Kg. Koundu); Sungai Padas (PADSTP0052 - Kg. Kukop); Sungai Padas (PADSTP0005 - Kg. Batu 60); Sungai Padas (Kg. Kangsa); Sungai Padas (PADSTP0054 - Kg. Bangkalalak); Sungai Padas (Kg. Gumarit),5.291295,115.704555,JPS/DID
Sarawak,Miri,2026-01-02,Air Sungai Melimpah,Sungai Sibuti (Kampung Masjid Tiris); Sungai Sibuti (Kampung Kepayang Tiris); Sungai Sibuti (Kampung Pintasan Tiris); Sungai Sibuti (Kampung Sebalik Tiris); Sungai Sibuti (Kampung Lubuk Burinih); Sungai Sibuti (Rh Melakus Enteri); Sungai Sibuti (Kampung Sinop); Sungai Sibuti (Kampung Bulau); Sungai Sibuti (Kampung Mutap); Sungai Sibuti (Kampung Keluru Jaya); Sungai Sibuti (Kampung Butir); Sungai Sibuti (Kampung Keluru Tengah); Sungai Sibuti (Kampung Kejapil),3.787580,114.729625,JPS/DID
Sarawak,Mukah,2026-01-02,"Air Laut Pasang, Air Sungai Melimpah",Batang Matu (MATUTP0001 - Kg. Jemoreng); Batang Matu (MATUTP0002 - Pasar Matu),2.812545,112.350970,JPS/DID
Pahang,Raub,2026-01-02,"Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Sungai Pahang (ATOKTP0001 - Kg. Ulu Atok),3.872660,101.832000,JPS/DID
Sarawak,Selangau,2026-01-02,Air Sungai Melimpah,Batang Oya (Jalan Nanga Tamin Lorong 4 (Simpang Rumah Lesia)); Batang Oya (Jalan Sekara (Menuju ke Nanga Tamin)),2.498055,112.420495,JPS/DID
Sarawak,Limbang,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Terusan (TRSNTP0002 - Pekan Sundar),4.352435,115.147090,JPS/DID
Sarawak,Samarahan,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (KAMPUNG MOYAN LEDANG),1.438020,110.476780,JPS/DID
Sarawak,Miri,2026-01-01,Air Sungai Melimpah,Batang Baram (TUTOTP0005 - Long Bemang); Batang Baram (BRAMTP0008 - Klinik Long Bemang); Batang Baram (TUTOTP0013 - SK Long Bemang),3.787580,114.729625,JPS/DID
Sarawak,Lundu,2026-01-01,Air Sungai Melimpah,Sungai Sematan (Jalan Selarat-Perigi),1.749525,109.864880,JPS/DID
Sarawak,Lundu,2026-01-01,Air Sungai Melimpah,Sungai Sematan (Kpg Sebat Baru),1.749525,109.864880,JPS/DID
Sarawak,Selangau,2026-01-01,"Air Sungai Melimpah, Hujan Lebat / Berterusan","Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Rumah Magdeline Entayang, Kampung Baru Melinau); Batang Mukah (Rumah Silvester, Kampung Kara)",2.498055,112.420495,JPS/DID
Sarawak,Samarahan,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (Kampung Lubuk Meranti); Batang Sadong (Kampung Lumut); Batang Sadong (SADOTP0040 - Kg. Sekitong); Batang Sadong (Kampung Bajong),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Sungai Sebuyau (Kampung Sagu); Sungai Sebuyau (Kampung Nap); Sungai Sebuyau (Kampung Bulan),1.438020,110.476780,JPS/DID
Sarawak,Samarahan,2026-01-01,Saliran Dalaman,Batang Sadong (SMJNTP0002 - Kg. Simunjan Jaya); Batang Sadong (SMJNTP0006 - Kg. Hijrah); Batang Sadong (Kampung Nanas); Batang Sadong (Kampung Lot Lintang); Batang Sadong (Kampung Jalan Tun Openg); Batang Sadong (Kampung Sungai Lingkau); Batang Sadong (Kampung Tanjung Harapan),1.438020,110.476780,JPS/DID
Sarawak,Mukah,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Mukah (Kampung SPS Kuala Lama),2.812545,112.350970,JPS/DID
Sarawak,Kuching,2026-01-01,"Air Laut Pasang, Lain-lain",Sungai Santubong (Kpg Sg. Batu),1.428430,110.320230,JPS/DID
Sarawak,Kuching,2026-01-01,"Air Laut Pasang, Lain-lain","Sungai Santubong (SRWKTP0055 - Kg. Sg. Lumut, Santubong); Sungai Santubong (Kampung Rampangi Skim); Sungai Santubong (Kampung Rampangi Skim); Sungai Santubong (Kampung Rampangi Skim)",1.428430,110.320230,JPS/DID
Sarawak,Kuching,2026-01-01,"Air Laut Pasang, Hujan Lebat / Berterusan",Sungai Santubong (Kpg Sg. Batu),1.428430,110.320230,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (Kampung Sampun Gerunggang),1.531625,110.610110,JPS/DID
Sarawak,Samarahan,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (SADOTP0006 - Kg. Entanggor),1.438020,110.476780,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (Kampung Moyan Laut),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah, Longkang Tersumbat, Saliran Dalaman",Batang Samarahan (Kampung Sampun Gerunggang),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (KAMPUNG ASAJAYA LAUT DAN ASAJAYA LOT),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG JAIE LOT),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Batang Sadong (KAMPUNG RANGAWAN),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Sadong (KAMPUNG SEMERA),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah",Batang Samarahan (KAMPUNG SAMPUN GERUNGGANG),1.531625,110.610110,JPS/DID
Sarawak,Asajaya,2026-01-01,"Air Laut Pasang, Air Sungai Melimpah, Saliran Dalaman",Batang Samarahan (Kampung Moyan Ledang),1.531625,110.610110,JPS/DID
